Sex;Language;Education;Age;Wages
Male;English;15;62;15.5
Male;English;11;41;21.03
Male;English;14;28;15.5
Female;Other;16;23;15.5
Female;Other;20;50;22.56
Female;English;8;80;15.5
Male;English;12;44;21.49
Female;English;16.5;29;21.72
Male;English;7;59;15.5
Male;English;11;18;15.5
Male;Other;18;35;10.2
Male;French;12;32;21.45
Male;English;15;27;18.68
Female;English;18.2;44;11.64
Female;English;11;28;15.5
Female;English;10;39;15.36
Male;English;14;35;12.15
Female;English;17;37;22
Male;English;14;51;15.5
Female;English;13;53;15.5
Male;English;8.5;63;10.5
Female;English;12;80;15.5
Male;English;10;55;13.73
Male;English;13;72;15.5
Female;French;13.5;28;8.5
Male;English;17;23;10.41
Male;French;11;64;15.5
Female;English;14;34;19.08
Male;English;12.5;66;15.5
Female;English;16.3;24;9.74
Male;French;8;40;15.5
Female;English;13;30;15.5
Female;English;14;36;15.5
Female;English;10;61;6.7
Female;English;15.1;48;19
Male;English;12.5;16;15.5
Male;Other;13.6;23;14.81
Male;English;14;40;8.81
Female;English;15;31;18.24
Male;English;11;40;20.83
Female;Other;8;78;15.5
Female;English;12;18;15.5
Female;English;12.5;59;15.5
Male;French;12;39;20.16
Female;English;12;34;15.5
Male;English;10;27;14
Female;English;13;36;18.94
Male;English;10;16;6.45
Female;English;12;27;11.67
Male;English;18;29;10.83
Female;English;8;66;15.5
Female;English;8;73;15.5
Male;English;14;20;15.5
Male;English;12.5;40;15.5
Male;Other;8;65;21.25
Male;English;12;42;8.92
Female;English;12.5;32;11.06
Male;English;12;60;14.4
Male;English;18;33;17.28
Female;English;9;68;15.5
Female;French;14.1;27;12.85
Male;English;12.5;26;15.5
Female;Other;8;21;15.5
Female;English;12;24;15.5
Female;English;15.5;48;15.5
Female;English;18.3;38;15.5
Female;Other;5;78;15.5
Female;English;12;37;19.2
Female;Other;13.5;43;8.4
Male;French;20;59;14.03
Male;English;9;67;15.5
Male;French;10;30;15.5
Female;English;15;86;15.5
Female;English;8;47;15.5
Male;English;14.4;28;15.36
Female;English;8;67;15.5
Male;English;11;17;15.5
Female;English;8;84;15.5
Female;English;16;24;12.72
Male;Other;18;27;15.5
Female;Other;0;61;15.5
Male;English;13.5;30;15.57
Male;English;12;20;15.5
Male;English;8;89;15.5
Female;English;12.5;54;17.85
Male;English;19;27;15.5
Male;French;12;36;14.25
Male;English;13.5;38;15
Female;Other;12.5;47;9.75
Female;Other;15;32;15.31
Male;English;12;43;15.5
Female;English;12.5;49;12
Male;English;13.5;40;13.96
Female;English;8;55;15.5
Male;French;10;59;15.5
Male;Other;4;53;15
Female;English;14;29;18.33
Male;English;12;60;11.25
Female;English;12.5;27;15.5
Female;Other;12;18;7
Male;English;13;31;15.5
Male;English;10;42;15
Male;English;12.5;65;15.5
Male;English;14;33;19
Female;English;12;32;15.5
Female;English;14;26;15.5
Male;English;11;66;15.5
Female;English;12;62;15.5
Male;Other;19;55;15.5
Female;English;11.6;18;6.74
Female;English;12;22;8
Male;Other;12;33;12.67
Female;English;14;72;15.5
Female;English;11;69;15.5
Female;English;13.5;27;13.77
Male;English;13.5;39;14.46
Male;English;16.3;29;15.5
Male;French;13;33;12
Male;Other;4;56;15.5
Male;English;17;66;15.5
Female;English;10;54;9
Female;English;15;81;15.5
Female;English;12.8;31;8.57
Female;English;12.5;53;15.5
Female;English;12;53;7.25
Female;Other;9;44;6.25
Male;English;8;42;12
Female;English;14;69;15.5
Male;Other;10;64;15.5
Female;English;13;38;15.5
Female;English;9;70;15.5
Male;English;10;69;15.5
Male;English;12.5;23;15.5
Male;English;12;38;19.02
Female;English;12;29;14
Female;English;11;57;15.5
Male;Other;14;56;15.5
Female;English;12.3;40;17
Male;English;16.3;22;8.7
Male;English;12.5;34;15.5
Male;English;14.5;34;15.5
Male;English;8;73;15.5
Male;English;13.5;33;15.5
Male;English;6;28;18.22
Female;English;11;47;15.5
Female;English;10;84;15.5
Male;English;13;73;15.5
Female;English;15;47;16.84
Male;English;14.5;20;6.95
Female;English;13;32;15.5
Female;English;14;49;9.73
Male;English;16.6;25;15.5
Male;English;18;46;15.5
Female;English;12.5;41;18.25
Female;English;16.5;24;12.4
Female;French;8;51;15.5
Female;English;10;32;7.47
Female;English;12;36;8.5
Female;English;13;18;15.5
Male;English;10;16;15.5
Male;English;15;24;7.62
Male;English;13.3;22;11.65
Male;English;17;42;18.65
Female;English;13;47;15.5
Female;Other;12;71;15.5
Female;Other;10.5;34;15.5
Female;English;16;28;22
Male;English;8;68;15.5
Female;English;10.5;42;17
Female;English;12;74;15.5
Male;English;12;71;15.5
Female;English;0;82;15.5
Female;English;9;42;16
Male;Other;16;30;16.3
Male;English;14;43;15.36
Female;English;14.5;60;15.5
Female;English;13;73;15.5
Male;Other;15;26;15.5
Male;English;10;48;15.5
Male;English;12;70;15.5
Female;English;15;32;15
Male;Other;16.5;68;15.5
Male;English;14;63;15.5
Male;English;18;34;14.29
Female;English;13;34;21.75
Female;Other;5;67;15.5
Male;English;8;27;9
Male;Other;12.5;37;17
Male;English;15;66;15.5
Female;English;11.6;20;11.94
Female;Other;8;37;11.4
Female;English;15;86;15.5
Male;English;12;33;15.5
Male;English;16;31;15.5
Male;English;15;38;15.5
Male;English;12.5;31;22.56
Female;English;9;60;15.5
Female;Other;11;53;16.66
Female;English;14.5;20;6.7
Male;English;12;60;15.5
Female;English;8;79;15.5
Male;English;10;49;19.28
Male;English;12.5;45;15.5
Male;Other;12;67;15.5
Female;English;10;69;10.44
Female;English;13;43;12.07
Male;English;20;84;15.5
Female;English;6;37;15.5
Female;English;10;79;15.5
Male;English;12;82;15.5
Female;French;15;47;22.22
Male;English;12.5;24;17.55
Female;English;12.5;72;15.5
Female;English;12;61;12
Male;English;14;46;15.5
Male;English;10;33;13
Male;English;12;25;12.61
Male;English;10;43;12.55
Female;English;12;33;13.28
Female;English;20;34;21.98
Female;English;12.5;16;15.5
Female;French;13.5;49;19.83
Female;Other;17;32;6
Female;Other;14;25;12
Male;English;12;62;15.5
Female;English;13.5;34;14.74
Female;English;13;37;14.8
Male;English;12;30;17.8
Female;English;11;58;15.5
Female;English;12.5;31;7.53
Male;English;16;37;15.5
Female;Other;9;61;15.5
Male;English;11;36;14.8
Male;English;17;71;15.5
Male;English;12.5;32;14.05
Female;Other;10;25;15.5
Male;French;12;49;15.5
Female;Other;10.5;49;15.5
Female;English;11;20;9
Female;English;12.5;40;5.8
Male;English;8.5;87;15.5
Male;English;11;36;18.63
Male;English;18;55;21.76
Female;French;15.3;21;10
Male;Other;11;54;18.92
Female;Other;12;48;12
Female;English;15.3;27;16.93
Female;English;13.5;24;12
Male;Other;15;32;18.92
Female;English;14;19;6.77
Female;English;13;72;15.5
Male;French;16;31;15.5
Male;English;13.5;63;15.5
Female;English;10;85;15.5
Male;English;12.5;67;15.5
Female;English;12;20;15.5
Male;English;18.5;27;19.2
Female;Other;6;72;15.5
Female;English;14.5;20;6.71
Male;English;12.5;36;15.5
Male;English;12;19;6.7
Female;English;12;30;11.68
Female;English;13;40;15.5
Female;Other;0;82;15.5
Female;English;13.5;21;6.93
Female;Other;4;49;8.5
Male;English;10;68;15.5
Female;English;12;44;10.6
Male;English;15;52;13.07
Female;English;12;47;16.9
Male;English;12;64;15.5
Male;French;13;56;15.5
Male;Other;8;84;15.5
Female;Other;19;25;10.85
Male;English;8;70;15.5
Male;English;12.5;35;10.55
Male;English;11;71;15.5
Male;English;8;73;15.5
Male;English;12;32;17.44
Female;English;13;20;8.5
Female;English;14;69;15.5
Female;Other;8;49;15.5
Female;English;12;63;15.5
Male;English;10;62;15.5
Male;English;11.5;35;12.5
Female;Other;5;68;15.5
Male;Other;8;75;15.5
Male;English;8;65;12.24
Female;English;15;31;13.66
Male;English;18;44;16.8
Male;English;9;53;19.97
Male;English;12.5;16;15.5
Male;English;12;21;8.58
Female;English;14;33;15.72
Female;Other;11;57;15.5
Male;English;16;93;15.5
Male;French;13.3;30;15.5
Male;English;18.6;26;7.5
Female;English;12.5;32;12.38
Male;Other;12.5;58;15.5
Male;English;13.1;32;15.5
Male;English;8.5;57;18.46
Female;French;8;68;15.5
Female;Other;0;66;15.5
Male;Other;5;78;15.5
Male;English;8;74;15.5
Male;English;9.6;19;7.1
Female;English;6;75;15.5
Female;English;12;24;8.4
Male;English;12;19;10.4
Male;English;10;70;15.5
Male;English;10.5;47;11.52
Female;English;10;58;15.5
Male;Other;8;71;15.5
Female;English;14;20;6.76
Female;Other;12;36;15.5
Female;English;17;40;15.5
Female;English;13.7;41;18.35
Female;Other;2;86;15.5
Male;French;15;20;6
Female;English;13;34;18
Male;French;12;34;19
Male;Other;17;47;15.5
Female;English;13;25;8.63
Male;English;12;18;7
Male;English;9;68;15.5
Female;English;17;30;15.5
Female;English;10;81;15.5
Female;English;15;35;15.36
Male;French;12;65;15.5
Male;English;10;16;15.5
Male;English;8;48;15.5
Female;English;9;35;6.85
Female;English;10.5;19;6.14
Female;English;14;66;15.5
Male;English;15;42;16.3
Female;English;12;71;15.5
Male;English;10;69;15.5
Female;English;13.5;28;6.57
Female;English;20;30;20.6
Male;English;12;44;10.5
Female;French;8;56;15.5
Female;English;12.5;17;15.5
Male;English;11;76;15.5
Female;Other;8;89;15.5
Female;English;12;42;6.9
Male;Other;14;78;15.5
Female;English;12;66;15.5
Female;English;9;51;15.5
Male;English;14;69;15.5
Male;English;10;42;15.5
Female;English;8;66;15.5
Male;Other;12;62;15.5
Male;English;9;54;15.5
Male;French;17.5;29;15.5
Female;English;12;37;10
Female;Other;13;52;13.08
Female;English;12;18;7.5
Male;Other;5;82;15.5
Female;English;13;38;12
Male;Other;15;59;15.5
Female;English;13;26;15.5
Male;Other;5;79;15.5
Female;English;8;86;15.5
Male;English;17;66;15.5
Female;English;13;37;15.5
Male;French;12;26;10
Female;French;10;46;15.5
Female;Other;10.6;55;15.5
Male;English;12;67;19.2
Female;French;15;78;15.5
Male;English;12;53;15.5
Male;Other;9;32;14.07
Female;English;11;75;15.5
Female;English;8;61;16.66
Male;Other;14.5;67;15.5
Male;English;13.1;20;6.8
Female;French;13.5;56;15.5
Male;Other;8;73;15.5
Male;Other;15;41;22
Female;English;11;47;11.85
Male;English;17;35;36.11
Male;English;20;54;33.18
Male;English;14;42;40.32
Male;English;20;60;40.8
Male;English;16.8;39;40.8
Male;English;10.5;54;40.96
Male;Other;20;48;35.66
Male;Other;11.1;44;41.38
Male;English;15;42;31.5
Male;English;18.5;46;34.78
Female;English;16;50;32.59
Female;English;18;43;32.91
Male;English;12.5;60;42.31
Male;French;20;40;30.72
Male;English;16.5;39;33.28
Female;English;17;43;40.96
Female;English;17;35;34.67
Male;English;14;50;30.65
Female;English;18;62;32.16
Male;English;13;44;33.6
Male;English;17;52;30.24
Male;English;17.3;41;31.8
Male;English;17;46;38
Male;English;16.5;37;43.2
Male;English;13;47;30.1
Male;English;12;46;34.56
Male;Other;8;58;31.9
Male;English;13;60;33.6
Female;English;20;47;38.34
Male;English;16.5;48;30.72
Male;Other;17;57;36.32
Female;English;16.1;46;33.39
Female;English;16;46;30.1
Male;French;11.5;33;38.76
Male;English;15.2;39;38.4
Female;English;16;68;31.2
Male;English;19;40;38.07
Female;English;15;45;40.56
Female;Other;17;49;31.74
Male;English;11;39;44.78
Female;Other;16;44;47.36
Female;English;17;51;30.24
Male;French;12.5;39;31.64
Male;English;20;58;32.12
Female;Other;20;50;40.05
Female;English;15.5;53;33.59
Male;English;12;65;32.64
Male;English;11;18;46.15
Male;English;12;42;31.71
Male;English;17;46;33.59
Male;English;18;48;32.64
Male;French;19;49;47.88
Male;English;14;33;30.38
Male;English;18;47;30.24
Male;English;15.7;24;45.36
Female;English;14;40;35.2
Male;English;17;52;40.96
Female;English;17;52;32.91
Male;English;10;52;31.2
Female;English;14;38;40
Female;English;19;43;30.24
Male;English;18;40;32.16
Male;English;13;34;38
Female;English;18;46;41.14
Male;English;16;36;33.6
Male;Other;20;64;42.93
Male;English;20;57;31.2
Male;Other;15;59;44.28
Male;English;17;46;34.56
Female;English;19.2;51;34.56
Male;English;11;57;30.46
Female;English;20;41;49.92
Male;English;18;36;45.38
Male;English;19;36;37.88
Male;French;12.5;45;30.72
Male;English;12.5;49;33.6
Male;English;17;54;40.96
Male;English;15.1;46;48.29
Male;English;12;41;32.35
Male;English;18.8;42;32.52
Male;English;15;64;31.15
Female;English;15;30;34.9
Female;English;14;31;31.6
Male;English;17;46;40.64
Female;English;19;42;40
Male;English;17;49;30.48
Male;English;17.3;52;31.2
Male;English;20;53;31.33
Male;English;15;50;37.76
Male;French;20;53;33.12
Female;English;11;53;30.22
Male;English;17;47;39
Male;English;12.6;56;30.32
Male;Other;12.5;38;36.69
Female;English;19;45;38.4
Male;English;18;37;32.64
Male;English;17.5;45;30.72
Female;Other;14;37;30.72
Male;English;11;49;36
Male;English;12;39;38.4
Male;English;20;38;32.6
Male;English;17;40;32.47
Female;English;17;40;32.16
Male;English;15;42;30.72
Female;English;16;43;31
Female;English;15;38;32.64
Male;English;10.5;39;38.4
Male;English;18;49;40.32
Male;English;17;36;38.4
Male;English;17;30;32.64
Male;English;16;31;32.4
Male;English;20;48;35.96
Male;English;20;55;49.44
Female;Other;20;49;35.84
Female;French;16;43;37.6
Female;English;19;40;30.24
Male;French;16;34;31.99
Male;English;14;47;31.04
Male;English;17;46;44.95
Male;English;16;45;31.49
Female;English;8;49;32.31
Female;English;13.5;28;36.27
Male;English;12.5;38;31.2
Female;Other;20;47;35.84
Male;English;20;53;41.85
Male;English;14;52;32.64
Male;English;20;62;36.57
Male;English;17.1;44;34.25
Male;English;11;47;32
Male;English;14;20;38.44
Female;English;16;32;36.7
Male;English;13;48;32.16
Male;English;13;41;33.6
Female;English;11;36;40.35
Female;English;12;38;36.67
Male;English;17;30;34.56
Male;French;18;48;33.28
Male;English;12;30;30.72
Female;English;11;35;42.5
Female;English;14;56;30.69
Female;English;16;54;30.82
Female;English;14;57;31.2
Female;English;20;41;42.88
Male;English;14;35;32.91
Male;English;17;52;35.66
Female;English;15;42;38.4
Male;English;15;41;30.17
Male;English;16;41;42.61
Male;French;17.5;43;30.31
Male;Other;4;51;35.09
Female;English;17;37;38.4
Female;English;15;41;32.03
Male;Other;17;54;31.68
Male;English;20;48;39.5
Male;English;10;36;31.1
Male;English;16.5;50;40.8
Male;English;12.5;49;37.46
Male;English;12;38;32.16
Male;English;20;59;41.28
Male;English;15;51;30.24
Female;English;17;44;31.2
Male;French;20;51;30.72
Female;English;14;61;35.11
Male;French;16;48;40.32
Female;English;8;57;36.25
Male;English;9.1;34;40.43
Female;Other;15.3;39;33.28
Male;English;18;47;32.91
Male;English;20;58;35.7
Male;English;20;58;47.52
Male;English;12.5;48;40.45
Male;Other;15;46;30.49
Female;English;18;58;39.84
Male;English;17.5;36;31.43
Male;English;17;41;30.27
Male;English;17.3;42;47.26
Male;English;18;26;34.23
Male;Other;20;36;30.72
Male;English;12;43;32.16
Male;English;8;53;45.12
Male;English;16;40;33.6
Male;English;18;48;31.2
Male;Other;14;44;30.7
Female;English;16;51;32.34
Male;English;17;49;38.4
Female;English;12.5;67;45.22
Male;English;12;37;39.21
Male;English;13;45;33.36
Male;Other;18;59;46.42
Male;Other;19;55;39.84
Female;English;13.6;20;42.45
Male;English;19;44;35.66
Male;English;17;36;34.91
Male;English;18;30;48
Male;English;12;51;35.12
Male;English;18;44;34.56
Male;English;18;37;31.2
Female;English;17;35;31.23
Female;French;19;38;34.56
Male;English;17;65;42
Female;Other;7;57;30.66
Male;English;16;42;34.8
Male;English;20;51;43.2
Male;English;12;62;30.88
Male;Other;16;39;32.64
Male;Other;8;55;45.5
Male;French;10;40;36.94
Male;Other;10;50;37.44
Male;English;15;44;31.19
Male;English;9;53;32.64
Female;English;14.5;44;31.15
Male;English;14.5;32;30.59
Male;English;19;37;38.4
Male;English;12;41;30.38
Male;English;11;53;33.6
Female;English;14;20;44.25
Male;English;17;46;37.89
Male;English;17.8;35;31.77
Male;English;17;47;32.47
Male;English;12;33;32.64
Male;English;18;48;34.31
Male;French;14;36;41.28
Male;Other;16;52;30.49
